course_id,active_course,category,instractor,original_price,name,url,short_description,sections_count,lectures_count,duration_str,language,last_update_date,caourse_rating,rating_count,best_rating,worst_rating,position_1,position_2,position_3,enrollment
2970308,1,Development,foong-yi-zhuan,$19.99,Learn from Silicon Valley: SQL,https://www.udemy.com/course/learn-from-silicon-valley-sql/,Become an SQL expert and take your career to the next level!,9,55,8h 13m,English,10/2021,4.9,23,5,0.5,Development,Database Design & Development,SQL,327
1175200,1,Data Science,kirilleremenko,$199.99,Statistics for Business Analytics and Data Science Course,https://www.udemy.com/course/data-statistics/,"Learn The Core Stats For A Data Science Career. Master Statistical Significance, Confidence Intervals And Much More!",6,42,6h 4m,English,11/2021,4.6,9158,5,0.5,Development,Data Science,Statistics,"51,275"
1309766,1,Development,javascript-academy,$119.99,Create a Basic Real-Time Chat App with Angular4 and Firebase,https://www.udemy.com/course/create-a-basic-real-time-chat-app-with-angular4-and-firebase/,Learn Angular4 and Firebase by creating a real-time chat app from scratch,3,55,4h 50m,English,6/2021,3.4,22,5,0.5,Development,Web Development,Firebase,"1,722"
3970112,1,Business,javascript-academy,$59.99,Business Data Analyst:Excel/VBA/Macros/PowerQuery/PowerPivot,https://www.udemy.com/course/business-data-analystexcelvbamacrospowerquerypowerpivot/,"Hands-on Data Analysis,Data Visualization,VBA Scripting,Macros Creation and debugging,etc",5,43,3h 55m,English,9/2021,4.6,97,5,0.5,Business,Business Analytics & Intelligence,Business Intelligence,"11,254"
3350536,1,Development,sgslo,$199.99,SQL and PostgreSQL: The Complete Developer's Guide,https://www.udemy.com/course/sql-and-postgresql/,"Become an expert with SQL and PostgreSQL! Store and fetch data, tune queries, and design efficient database structures!",37,290,22h 13m,English,12/2021,4.8,2743,5,0.5,Development,Database Design & Development,SQL,"21,184"
3968660,1,Business,javascript-academy,$124.99,"Data Analyst: PowerBI,PowerPivot,PowerQuery,PivotChart,DAX",https://www.udemy.com/course/data-analyst-powerbipowerpivotpowerquerypivotchartdax/,Practical Hands-On Real World Data Analysis,10,80,8h 7m,English,6/2021,3.8,157,5,0.5,Business,Business Analytics & Intelligence,Data Analysis,"16,703"
3977216,1,Development,mohammad-azam-2,$199.99,Passive Income for Developers,https://www.udemy.com/course/passive-income-for-developers/,"Increase your income, live your life and be debt free",5,27,2h 14m,English,4/2021,4.6,8,5,0.5,Development,Mobile Development,Passive Income,97
1908308,1,Development,javascript-academy,$149.99,Learn Basic Coding | Build Fundamentals in 5 Different Languages,https://www.udemy.com/course/coding-for-beginners/,Learn to code in Six different languages,17,236,21h 58m,English,6/2021,4.1,742,5,0.5,Development,Web Development,Programming Fundamentals,"7,058"
3244262,1,Development,javascript-academy,$69.99,Create Windows Forms Applications With C# and Visual Studio,https://www.udemy.com/course/create-windows-forms-applications-with-c-and-visual-studio/,Build Windows Forms (Winforms)  Applications from scratch.,3,25,1h 57m,English,6/2021,4.8,62,5,0.5,Development,Programming Languages,Windows Forms,"21,082"
3340850,1,Finance & Accounting,365careers,$199.99,Introduction to Financial Ratio Analysis,https://www.udemy.com/course/introduction-to-financial-ratio-analysis/,"Learn to calculate and interpret various activity, liquidity, solvency, profitability, and valuation ratios",4,25,2h 36m,English,4/2021,4.6,259,5,0.5,Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,"3,399"
1432454,1,Personal Development,effective-email-communication,$39.99,Effective Email Communication: Enhancing Your Voice at Work,https://www.udemy.com/course/effective-email-communication/,Improving the Clarity and Effectiveness of Digital Communication,5,11,37m,English,12/2017,4.3,12939,5,0.5,Personal Development,Personal Productivity,Email Etiquette,"35,217"
975060,1,Development,javascript-academy,$114.99,Learn React JS from scratch: Create hands on projects,https://www.udemy.com/course/learn-react-js-from-scratch/,Learn React js  JavaScript framework from scratch,10,98,9h 53m,English,6/2021,3.3,71,5,0.5,Development,Web Development,JavaScript,"1,644"
1567888,1,Development,javascript-academy,$114.99,Data Migration: Database Migration MS SQL to Oracle DB,https://www.udemy.com/course/learn-data-migration-database-migration-ms-sql-to-oracle-db/,Practical Hands-on Migrating from Microsoft SQL Server to Oracle,2,17,1h 36m,English,6/2021,4.2,265,5,0.5,Development,Database Design & Development,Oracle SQL,"5,815"
1673166,1,Data Science,joseportilla,$194.99,Probability and Statistics for Business and Data Science,https://www.udemy.com/course/probability-and-statistics-for-business-and-data-science/,Learn how to apply probability and statistics to real data science and business applications!,9,53,5h 14m,English,9/2019,4.6,4668,5,0.5,Development,Data Science,Statistics,"24,169"
1231182,1,Business,wcieducation,$24.99,How to Analyze a Wholesale Deal in Real Estate,https://www.udemy.com/course/wholesaling-investment-analysis/,Learn the fundamentals of wholesale deal analysis with a custom built deal calculator for pitching to potential buyers.,6,23,1h 39m,English,6/2020,4.3,376,5,0.5,Business,Real Estate,Financial Analysis,"14,918"
4380032,1,Development,javascript-academy,$129.99,Web Development for beginners:  HTML | CSS | JavaScript,https://www.udemy.com/course/web-development-for-beginners-html-css-javascript/,Become  a web developer using:  HTML | CSS | JavaScript | PHP  | WordPress,10,135,13h 4m,English,11/2021,4.5,7,5,0.5,Development,Web Development,,"1,686"
1111068,1,IT & Software,sivaprasad3,$199.99,SAP S/4HANA Training - in Plain English,https://www.udemy.com/course/sap-s4hana-training/,"Simple Logistics for SAP Functional Consultants in Logistics ( SD, MM )",17,54,6h 59m,English,8/2018,4.5,5788,5,0.5,IT & Software,Other IT & Software,SAP HANA,"24,443"
1556346,1,Business,hassanosman,$29.99,Effective Delegation for New Managers,https://www.udemy.com/course/delegation/,How to delegate tasks the right way (and free up your busy schedule to focus on more important activities),5,15,35m,English,10/2021,4.6,4781,5,0.5,Business,Management,Manager Training,"11,636"
3666718,1,IT & Software,jeffjames7,$29.99,Applied SQL For Data Analytics / Data Science With BigQuery,https://www.udemy.com/course/applied-sql-for-data-analytics-data-science-with-bigquery/,Go from SQL Zero to Hero and develop rich mental models for writing sophisticated SQL statements & solving problems.,12,50,10h 39m,English,5/2021,4.4,137,5,0.5,IT & Software,Other IT & Software,Google BigQuery,"1,077"
4182434,1,Business,javascript-academy,$19.99,How to Migrate MySQL Database to Microsoft SQL Server,https://www.udemy.com/course/how-to-migrate-mysql-database-to-microsoft-sql-server/,MySQL to SQL Server Migration  step by step,2,23,1h 57m,English,7/2021,4.1,19,5,0.5,Business,Business Analytics & Intelligence,Data Migration,"14,572"
2567312,1,Business,365careers,$199.99,Time Series Analysis in Python 2021,https://www.udemy.com/course/time-series-analysis-in-python/,"Time Series Analysis in Python: Theory, Modeling: AR to SARIMAX, Vector Models, GARCH, Auto ARIMA, Forecasting",15,97,7h 21m,English,12/2020,4.5,1599,5,0.5,Business,Business Analytics & Intelligence,Time Series Analysis,"10,089"
1907934,1,Development,javascript-academy,$119.99,SQL: Reporting and Analysis for beginners,https://www.udemy.com/course/sql-reporting-and-analysis-for-beginners/,Master SQL for Data Reporting and Daily Data Analysis and gain basic Data Science skills.,4,35,3h 22m,English,6/2021,4.3,54,5,0.5,Development,Database Design & Development,Data Analysis,"3,937"
3848374,1,IT & Software,it-versity,$24.99,"Data Engineering Essentials Hands-on - SQL, Python and Spark",https://www.udemy.com/course/data-engineering-essentials-sql-python-and-spark/,"Learn key Data Engineering Skills such as SQL, Python and Spark with tons of Hands-on tasks and exercises",54,630,57h 22m,English,11/2021,4.3,521,5,0.5,IT & Software,Other IT & Software,Data Engineering,"30,823"
1434726,1,Marketing,javascript-academy,$119.99,Facebook Marketing for beginners,https://www.udemy.com/course/facebook-marketing-for-beginners/,Learn how to advertise  and grow your business on Facebook,2,22,1h 57m,English,8/2021,4.1,16,5,0.5,Marketing,Social Media Marketing,Facebook Marketing,"1,543"
1644068,1,Development,javascript-academy,$109.99,Introduction to SQL Window Functions,https://www.udemy.com/course/introduction-to-sql-window-functions/,Learn How Windowing Functions Works,5,32,3h 18m,English,6/2021,4.1,83,5,0.5,Development,Database Design & Development,SQL,"1,376"
1420956,1,Data Science,365careers,$194.99,Deep Learning with TensorFlow 2.0 [2021],https://www.udemy.com/course/machine-learning-with-tensorflow-for-business-intelligence/,"Build Deep Learning Algorithms with TensorFlow 2.0, Dive into Neural Networks and Apply Your Skills in a Business Case",16,111,5h 55m,English,11/2020,4.6,2144,5,0.5,Development,Data Science,TensorFlow,"19,019"
3617438,1,Finance & Accounting,sam-mckay-14,$149.99,Financial Reporting w/Power BI,https://www.udemy.com/course/financial-reporting-power-bi/,Create comprehensive financial reports in Power BI that represent key insights in a compelling and dynamic way,9,43,4h 42m,English,9/2021,4.6,181,5,0.5,Finance & Accounting,Accounting & Bookkeeping,Microsoft Power BI,"6,116"
1032196,1,Development,javascript-academy,$144.99,Learn C# Programming For Absolute Beginners  From Scratch,https://www.udemy.com/course/learn-c-programming-for-absolute-beginners-from-scratch/,Learn C# from scratch with easy to follow lectures that you can code along with.,7,62,6h 34m,English,6/2021,4.3,42,5,0.5,Development,Programming Languages,C#,"1,552"
2750236,1,Business,ehab-mesallum,$39.99,Macro-Environment تحليل البيئة الخارجية الكلية للشركة,https://www.udemy.com/course/macro-environment/,ما هو تأثير البيئة الخارجية الكلية (الاجتماعية والطبيعية والسياسية التكنولوجية والسكانية) على الشركة - د ايهاب مسلم,6,22,2h 25m,Arabic,1/2020,4.9,17,5,0.5,Business,Management,Macroeconomics,76
3263726,1,Development,javascript-academy,$34.99,Create an API with Python | Django | MySQL | REST Framework,https://www.udemy.com/course/create-an-api-with-python-django-mysql-rest-framework/,Build a CRUD API from scratch,6,27,2h 25m,English,7/2021,4.1,76,5,0.5,Development,Web Development,API,"5,893"
4315732,1,Development,javascript-academy,$19.99,Object-Oriented Programming using C# for beginners,https://www.udemy.com/course/object-oriented-programming-using-c-for-beginners/,Learn how to write your own classes and create objects from them.,2,24,2h 7m,English,9/2021,,,,,Development,Programming Languages,Object Oriented Programming,53
975916,1,Development,javascript-academy,$184.99,17 Complete JavaScript   projects explained step by step,https://www.udemy.com/course/17-complete-javascript-projects-explained-step-by-step/,Learn faster and enhance your JavaScript skills by building 17 complete projects step by step from scratch,19,110,10h 3m,English,5/2021,3.9,118,5,0.5,Development,Web Development,JavaScript,894
3812638,1,Business,javascript-academy,$19.99,Learn How To Build A  Shopify Online Store From Scratch,https://www.udemy.com/course/learn-how-to-build-a-shopify-online-store-from-scratch/,Create  an Online Store Quickly Step by Step with Shopify,2,16,1h 26m,English,6/2021,4.2,72,5,0.5,Business,E-Commerce,Shopify,"15,128"
640100,1,Finance & Accounting,365careers,$149.99,Accounting & Financial Statement Analysis: Complete Training,https://www.udemy.com/course/accounting-fsa-a-solid-foundation-for-a-career-in-finance/,Accounting & Financial Ratio Analysis made easy. Learn important accounting skills that will get your foot in the door!,10,54,3h 20m,English,6/2021,4.6,9799,5,0.5,Finance & Accounting,Accounting & Bookkeeping,Financial Accounting,"49,998"
1802334,1,Finance & Accounting,fervent-digital,$189.99,Investment Analysis & Portfolio Management - Core Finance,https://www.udemy.com/course/investment-analysis-portfolio-management/,Financial Analysis Done Right - Rigorously Analyse Investments & Manage Portfolios using Excel® & Google Sheets,10,47,7h 58m,English,12/2021,4.5,2358,5,0.5,Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,"13,070"
2582160,1,IT & Software,in28minutes,$29.99,Docker for Beginners: DevOps for Java & Spring Boot,https://www.udemy.com/course/docker-course-with-java-and-spring-boot-for-beginners/,Docker for Beginners. DevOps for Java Spring Boot Microservices. Get Hands-on with Docker.,12,63,6h 16m,English,7/2021,4.5,2040,5,0.5,IT & Software,Other IT & Software,Docker,"29,593"
2451640,1,Development,javascript-academy,$19.99,Introduction to Python Data Structures for beginners,https://www.udemy.com/course/introduction-to-python-data-structures-for-beginners/,Learn about built-in structures used to hold data together in Python,2,18,1h 46m,English,6/2021,4.2,18,5,0.5,Development,Programming Languages,Data Structures,"4,020"
3495448,1,Business,ehab-mesallum,$44.99,أساسيات إدارة التشغيل للمديرين ورجال الأعمال,https://www.udemy.com/course/operations/,تعرف على أساسيات إدارة التشغيل وماهي أهم قواعدها وما علاقة إدارة التشغيل بإدارات الشركة الأخرى - د. ايهاب مسلم,1,16,2h 23m,Arabic,9/2020,4.8,36,5,0.5,Business,Operations,Product Manufacturing,131
4131524,1,Development,javascript-academy,$19.99,"Azure SQL For beginners:  SQL,T-SQL, SSMS, Azure Data Studio",https://www.udemy.com/course/azure-sql-for-beginners-sqlt-sql-ssms-azure-data-studio/,Provision and interact with SQL Server Database in the Cloud.,3,17,1h 8m,English,7/2021,4.6,3,5,0.5,Development,Database Design & Development,Azure SQL Database,188
4049558,1,Development,javascript-academy,$94.99,"SQL Server | Oracle Engineer - (TOAD, SSMS,Data Migration)",https://www.udemy.com/course/sql-server-oracle-engineer-toad-ssmsdata-migration/,Microsoft SQL Server & Oracle Database Administration  | Engineering | Database Migration,13,98,9h 25m,English,6/2021,4.7,89,5,0.5,Development,Database Design & Development,SQL Server,"22,833"
1080376,1,Personal Development,kainramsay,$149.99,Life Coaching Certification: Get a Life Coach Certificate,https://www.udemy.com/course/life-coaching-online-certification-course-life-coach-training/,A comprehensive online training that delivers in-depth understanding of the key elements of the Life Coaching profession,11,132,33h 32m,English,11/2021,4.6,33114,5,0.5,Personal Development,Personal Transformation,Life Coach Training,"141,784"
3496886,1,Development,mohammad-azam-2,$199.99,Composable SwiftUI Architecture Using Redux,https://www.udemy.com/course/composable-swiftui-architecture-using-redux/,Learn to build Unidirectional Data Flow Apps Using SwiftUI for iOS 14,12,51,4h 3m,English,10/2020,4.4,33,5,0.5,Development,Mobile Development,SwiftUI,280
1007766,1,Development,javascript-academy,$64.99,How to create Paypal and Credit card Payment Buttons,https://www.udemy.com/course/how-to-create-paypal-and-credit-card-payment-buttons/,Learn how to create your own Paypal and credit card payment buttons to accept online payments from your customers.,1,9,1h 2m,English,6/2021,4.3,13,5,0.5,Development,Web Development,Payments,668
1992360,1,Development,javascript-academy,$109.99,Microsoft SQL  from scratch  - Beginner to Expert,https://www.udemy.com/course/learn-microsoft-sql-t-sql-beginner-to-expert/,Practical Hands-on Real World SQL Skills,9,85,8h 5m,English,6/2021,4.3,119,5,0.5,Development,Database Design & Development,Microsoft SQL,"19,545"
426760,1,Personal Development,365careers,$149.99,Job Search Success Strategies: Proven Job Hunting Strategies,https://www.udemy.com/course/winning-business-finance-job-interviews-the-perfect-guide/,"You Want to Land Your Dream Job? Learn How to Impress Recruiters, Beat the Competition and Win Job Interviews!",10,51,3h 34m,English,1/2021,4.4,306,5,0.5,Personal Development,Career Development,Job Search,"5,446"
2668194,1,Development,365careers,$59.99,Python for Absolute Beginners | Python Beginner to Pro 2021,https://www.udemy.com/course/the-complete-python-programmer-bootcamp/,Beginner friendly Python! Become a fluent Python programmer Learn the Python basics then build inspiring Python projects,28,177,14h 6m,English,8/2021,4.6,3849,5,0.5,Development,Programming Languages,Python,"15,408"
1953990,1,Development,javascript-academy,$129.99,Essential Web Developer and SQL Skills For Beginners,https://www.udemy.com/course/essential-web-developer-and-sql-skills-for-beginners/,Learn Practical  Skills Used By Professionals,16,161,16h 50m,English,6/2021,4.7,46,5,0.5,Development,Web Development,Programming Fundamentals,"18,270"
1092354,1,Development,javascript-academy,$124.99,Introduction to SQL Server Integration Services -SSIS,https://www.udemy.com/course/introduction-to-sql-server-integration-services-ssis/,A beginners introduction to SQL Server Integration Services -SSIS,4,39,3h 35m,English,9/2021,3.8,54,5,0.5,Development,Database Design & Development,SQL Server,"1,408"
1641530,1,Development,javascript-academy,$119.99,Using  SQL for Data Science,https://www.udemy.com/course/using-sql-for-data-science/,Learn Practical Data Science  Skills  using SQL,6,45,4h 4m,English,6/2021,4.3,19,5,0.5,Development,Database Design & Development,SQL,"1,266"
1362816,1,Development,javascript-academy,$144.99,React for absolute beginners,https://www.udemy.com/course/react-for-absolute-beginners/,Learn React from scratch with hands-on projects,9,66,6h 9m,English,6/2021,3.4,81,5,0.5,Development,Web Development,React,"2,809"
1553500,1,Office Productivity,javascript-academy,$109.99,Introduction to Google Calendar for beginners,https://www.udemy.com/course/introduction-to-google-calendar-for-beginners/,Learn to manage your time effectively and schedule events with Google calendar,4,27,2h 7m,English,6/2021,4.2,39,5,0.5,Office Productivity,Google,Google Calendar,"1,879"
1694840,1,Business,ehab-mesallum,$49.99,Basics of Pricing (Arabic) سلسلة التسويق: أساسيات التسعير,https://www.udemy.com/course/basics-of-pricing-arabic/,التسعير شديد الأهمية في إدارة التسويق، وفي ريادة الأعمال، كيف تتجنب أخطاء التسعير؟  - خطوات تطبيقية مركزة - د.ايهاب مسلم,13,32,3h 22m,Arabic,11/2019,4.7,3726,5,0.5,Business,Management,Pricing,"47,307"
2581436,1,Development,javascript-academy,$104.99,Create a Python Application to connect to multiple databases,https://www.udemy.com/course/create-a-python-application-to-connect-to-multiple-databases/,Create a Python App and Connect to and interact with Databases : PostgreSQL | MySQL |SQL Server | Oracle|SQLite,6,67,6h 0m,English,6/2021,3.8,79,5,0.5,Development,Database Design & Development,Python,"2,752"
1221564,1,Development,javascript-academy,$109.99,Data Analysis with Oracle SQL,https://www.udemy.com/course/retrieving-data-from-oracle-database-with-sql/,Oracle Database  Data Analysis  using SQL,6,52,4h 40m,English,8/2021,3.7,18,5,0.5,Development,Database Design & Development,Oracle Database,"1,697"
1064950,1,Development,javascript-academy,$174.99,17 Beginner C# Walkthrough Projects step by step,https://www.udemy.com/course/17-beginner-c-walkthrough-projects-step-by-step/,Learn how to code in C# by building 17 projects,20,180,17h 39m,English,6/2021,4.3,488,5,0.5,Development,Programming Languages,C#,"2,986"
1405632,1,Business,365careers,$194.99,BI Analysis: MySQL for Data Analytics and Business Intelligence,https://www.udemy.com/course/sql-mysql-for-data-analytics-and-business-intelligence/,"SQL that will get you hired – SQL for Business Analysis, Marketing, and Data Management",27,287,10h 1m,English,3/2021,4.6,33451,5,0.5,Business,Business Analytics & Intelligence,MySQL,"130,333"
3904604,1,Development,javascript-academy,$19.99,Querying Data with Transact-SQL,https://www.udemy.com/course/querying-microsoft-sql-server-data-with-transact-sql/,Learn to query and interact with SQL Server Databases with T-SQL,4,24,1h 58m,English,6/2021,3.8,48,5,0.5,Development,Database Design & Development,SQL Server,"14,184"
1523470,1,Development,javascript-academy,$129.99,Python and C# for beginners: Create 12 Projects,https://www.udemy.com/course/python-and-c-for-beginners-create-12-projects/,Learn Python and C# by building 12 projects,10,90,9h 16m,English,6/2021,3.9,17,5,0.5,Development,Web Development,Python,"1,762"
4280656,1,Business,javascript-academy,$99.99,"Data Warehouse & Power BI For Beginners -DW ,SSIS, ETL, BI",https://www.udemy.com/course/data-warehouse-power-bi-for-beginners-dw-ssis-etl-bi/,Implement a MS SQL Server Data Warehouse  & Power BI Solution,16,93,9h 37m,English,9/2021,4.3,32,5,0.5,Business,Business Analytics & Intelligence,Data Warehouse,"6,223"
3432872,1,Finance & Accounting,start-tech-academy,$29.99,Financial Analysis and Financial Modeling using MS Excel,https://www.udemy.com/course/excel-for-financial-analysis-financial-modeling/,Perform financial analysis & financial modeling using Microsoft excel. For people who want to become a Financial Analyst,18,92,10h 41m,English,11/2021,4.5,2314,5,0.5,Finance & Accounting,Financial Modeling & Analysis,Financial Analysis,"122,129"
3519626,1,Marketing,ehab-mesallum,$39.99,Place سلسلة التسويق: المكان - التوزيع,https://www.udemy.com/course/place-and-distribution/,مهم في التسويق تحديد مكان وجود المنتج أو الخدمة لتسهيل حصول العملاء عليها سواء مكان النشاط او بالتوزيع - د. ايهاب مسلم,1,13,1h 40m,Arabic,9/2020,4.9,14,5,0.5,Marketing,Marketing Fundamentals,Marketing Management,65
739390,1,Finance & Accounting,365careers,$149.99,Financial Planning & Analysis Company's Budget Course Online,https://www.udemy.com/course/financial-planning-analysis-building-a-companys-budget/,Learn the Fundamentals of Financial Planning and Position Your Career for Success!,7,41,3h 30m,English,11/2021,4.6,5634,5,0.5,Finance & Accounting,Financial Modeling & Analysis,Business Budgeting,"26,035"
3653900,1,IT & Software,365careers,$199.99,Convolutional Neural Networks with TensorFlow in Python,https://www.udemy.com/course/convolutional-neural-networks-with-tensorflow-in-python/,Advanced neural networks: Master Computer Vision with Convolutional Neural Networks (CNN) and Deep Learning,11,52,4h 42m,English,3/2021,4.6,86,5,0.5,IT & Software,Other IT & Software,Convolutional Neural Networks,"1,004"
2506932,1,Office Productivity,javascript-academy,$64.99,Power BI  for beginners,https://www.udemy.com/course/power-bi-for-beginners/,Perform Business analysis| Connect to various Data Sources|Transform Data |Publish Data,6,57,5h 38m,English,6/2021,4.5,223,5,0.5,Office Productivity,Microsoft,Microsoft Power BI,"18,764"
756832,1,Development,javascript-academy,$94.99,SQL Server Database Administrator: Learn SQL DBA Skills,https://www.udemy.com/course/become-a-sql-server-dba-some-dba-can-earn-700-a-day/,Learn how to administer Microsoft SQL Server Database,6,41,3h 41m,English,6/2021,3.5,102,5,0.5,Development,Database Design & Development,SQL,469
757122,1,Development,javascript-academy,$64.99,MySQL Made Simple  For Beginners,https://www.udemy.com/course/mysql-for-beginners-k/,Learn How to use MySQL which a popular open source database to write queries  to perform basic database tasks,2,15,1h 45m,English,6/2021,4.0,17,5,0.5,Development,Database Design & Development,MySQL,109
466736,1,Personal Development,gregorycaremans,$99.99,Stress Management: 40+ easy ways to deal with stress,https://www.udemy.com/course/stress-management-40-easy-ways-to-deal-with-stress/,"Stress relief and burnout prevention. Don't let stress control your life. Beat anxiety and worries. Live, Laugh, Love.",7,20,1h 1m,English,4/2021,4.5,15559,5,0.5,Personal Development,Stress Management,,"48,506"
3369858,1,Personal Development,365careers,$199.99,How to Start a Career in Data Science 2021,https://www.udemy.com/course/how-to-start-a-career-in-data-science/,"The Ultimate Guide to Starting a Data Science Career: Create a Project Portfolio, Build Your Resume, Get an Interview",9,53,4h 17m,English,9/2020,4.5,285,5,0.5,Personal Development,Career Development,Data Science,"2,566"
1995514,1,Development,javascript-academy,$129.99,Learn Professional Web Development Skills From Scratch -2021,https://www.udemy.com/course/learn-professional-web-development-skills-from-scratch/,Gain Practical skills to become a web developer,23,338,32h 1m,English,6/2021,4.6,155,5,0.5,Development,Web Development,,"30,977"
924216,1,Development,javascript-academy,$174.99,Django For Beginners,https://www.udemy.com/course/django-for-beginners/,Learn how to create web applications rapidly with Django,7,52,4h 12m,English,6/2021,4.4,32,5,0.5,Development,Web Development,Django,588
1106804,1,Development,javascript-academy,$164.99,Learn SQL Server DBA Skills from Scratch,https://www.udemy.com/course/learn-sql-server-dba-skills-from-scratch/,A guide to becoming an SQL Server Database Administrator - DBA,15,84,8h 19m,English,9/2021,4.1,224,5,0.5,Development,Database Design & Development,SQL Server,"1,834"
2449152,1,Business,ehab-mesallum,$64.99,Selling skills (Arabic) | سلسلة التسويق: مهارات البيع الفعال,https://www.udemy.com/course/selling-skills/,احترف مهارات وفن البيع الشخصي وتجنب انخفاض المبيعات لأخطاء يقع فيها البائعون. ماذا يفعل البائع الناجح؟ - د. ايهاب مسلم,13,52,6h 24m,Arabic,6/2020,4.7,466,5,0.5,Business,Sales,Sales Skills,"1,710"
3937300,1,Business,365careers,$199.99,Data Analytics and Applications in the Fashion Industry,https://www.udemy.com/course/data-analytics-and-applications-in-the-fashion-industry/,Learn Data Analytics and Business Analysis for the Fashion Industry. Build a Smart and Data-driven Fashion Company!,10,40,3h 15m,English,4/2021,4.1,119,5,0.5,Business,Business Analytics & Intelligence,Business Analytics,"1,014"
4277778,1,Development,javascript-academy,$129.99,"Database Administrator (DBA) | Developer- MS SQL Server,TSQL",https://www.udemy.com/course/database-administrator-dba-developer-ms-sql-servertsql/,Microsoft SQL Server Database Administration step by step,14,114,11h 3m,English,9/2021,4.1,18,5,0.5,Development,Database Design & Development,Database Administration,"8,238"
4174010,1,Development,javascript-academy,$89.99,Python GUI Development with tkinter: Build desktop Apps,https://www.udemy.com/course/python-gui-development-with-tkinter-build-desktop-apps/,Hands-On Python GUI Programming  using tkinter to build desktop applications,7,73,6h 39m,English,7/2021,4.1,132,5,0.5,Development,Programming Languages,Python GUI,"25,346"
3004620,1,Office Productivity,javascript-academy,$59.99,Data Modelling For Beginners,https://www.udemy.com/course/data-modelling-for-beginners/,Hands -on Data Modelling from scratch,3,21,1h 49m,English,6/2021,3.7,30,5,0.5,Office Productivity,Microsoft,Data Modeling,"4,199"
2511956,1,IT & Software,it-versity,$19.99,Databricks Essentials for Spark Developers (Azure and AWS),https://www.udemy.com/course/databricks-essentials-for-spark-developers-azure-and-aws/,Learn about Databricks Features,6,50,3h 49m,English,9/2019,4.4,703,5,0.5,IT & Software,Other IT & Software,Apache Spark,"3,901"
2782632,1,Marketing,ehab-mesallum,$64.99,STP تقسيم السوق والاستهداف وصناعة الصورة الذهنية,https://www.udemy.com/course/segmentation/,segmentation targeting positioning STP من أهم اسباب النجاح في التسويق ان تحاول تلبية احتياجات شريحة معينة  د. ايهاب مسلم,9,62,4h 57m,Arabic,7/2020,4.7,119,5,0.5,Marketing,Marketing Fundamentals,Marketing Strategy,396
3877202,1,Development,javascript-academy,$79.99,Coding Projects For Beginners: Learn to code step by step,https://www.udemy.com/course/coding-projects-for-beginners-learn-to-code-step-by-step/,Build real world projects from scratch,11,87,6h 39m,English,6/2021,4.4,34,5,0.5,Development,Programming Languages,Programming Fundamentals,"7,340"
3450012,1,Teaching & Academics,893dacf4-9c18-47ff-ae6a-407d67c2f792,$199.99,English Speaking Complete: English Language Mastery,https://www.udemy.com/course/english-speaking-complete/,"Supercharge your English speaking fluency and improve your vocabulary, grammar and English language skills.",38,252,46h 39m,English,11/2021,4.6,1450,5,0.5,Teaching & Academics,Language Learning,English Language,"13,186"
4385154,1,Business,javascript-academy,$59.99,Create Reports with:  SSRS | SSDT |Visual Studio |SQL Server,https://www.udemy.com/course/create-reports-with-ssrs-ssdt-visual-studio-sql-server/,Build Reports using  SSRS | SSDT |Visual Studio |SQL Server,3,23,1h 30m,English,11/2021,,,,,Business,Business Analytics & Intelligence,SSRS Reporting,"1,494"
2182258,1,Data Science,365careers,$194.99,Probability for Statistics and Data Science,https://www.udemy.com/course/probability-for-statistics-and-data-science/,"Probability for improved business decisions: Introduction, Combinatorics, Bayesian Inference, Distributions",5,46,3h 40m,English,1/2020,4.4,782,5,0.5,Development,Data Science,Probability,"10,940"
1469700,1,Development,javascript-academy,$119.99,Create a Business or Personal Website with Wordpress,https://www.udemy.com/course/create-a-business-or-personal-website-with-wordpress2018/,Learn to Build a WordPress Website from Scratch  on your Local computer or a Shared Hosting Sever without Code.,2,33,3h 31m,English,6/2021,4.3,103,5,0.5,Development,Web Development,WordPress,"17,796"
1135322,1,Development,javascript-academy,$114.99,Introduction To SQL Server Reporting Services -SSRS,https://www.udemy.com/course/introduction-to-sql-server-reporting-services-ssrs-i/,Learn Hands-On  how to create a basic  report using SQL Server Reporting Services,2,29,2h 27m,English,6/2021,4.1,26,5,0.5,Development,Database Design & Development,SQL Server,605
1128636,1,Development,javascript-academy,$104.99,PowerShell For Beginners,https://www.udemy.com/course/powershell-for-beginners/,Learn how to use PowerShell  to perform administrative tasks from scratch,3,33,2h 39m,English,6/2021,3.4,111,5,0.5,Development,Software Development Tools,PowerShell,"1,291"
2842220,1,IT & Software,tj-addams,$19.99,Ultimate Docker Fast-Track Beginner to Advanced,https://www.udemy.com/course/docker-fast-track/,Want To Learn Docker In Under 90 Minutes?,8,44,1h 42m,English,5/2020,4.5,153,5,0.5,IT & Software,Other IT & Software,Docker,"4,738"
2783752,1,Finance & Accounting,365careers,Free,Free Calculator Tutorial - Texas Instruments BA II Financial Calculator for CFA and FRM,https://www.udemy.com/course/texas-instruments-ba-ii-financial-calculator-for-cfa-and-frm/,The Essential Texas Instruments BA II Guide: Learn how to work with a financial calculator - Free Course,1,9,1h 6m,English,01/1900,4.6,145,5,0.5,Finance & Accounting,Finance Cert & Exam Prep,Calculator,
